Name,x,y
Jeremiah Asher,-72.527695,-1.8890748
Thomas Kennard,-77.79645,-4.093359
Jesus Christ,42.55845,-46.439888
W. B. Townsend,55.843647,-41.03963
J. H. Clay,54.40376,-44.406292
A. J. Carr,52.681175,-47.63394
J. H. Hendricks,59.043068,-49.158787
J. W,93.45097,22.241869
W. H. Davis,94.39641,22.483065
T. Benson,94.50935,22.283443
E. James,95.82902,23.548964
Alexander Clark,92.90934,19.941221
J. Barber,94.761665,22.33511
L. D. Ingersoll,95.03983,21.55362
Armstead Shelby,80.17143,-2.3582563
H. Lott,-1.9760956,-69.75189
Langston,41.48487,-48.14288
Sabram Cox,7.016728,-40.113068
Andrews,7.6775284,-39.827682
Jones,-14.2222,-54.577488
J. P. Morris,-8.496156,-28.643274
Andrew Jackson,-63.49492,20.660677
Nicken,-41.929375,24.720371
Drayton,-42.07811,30.372112
D.B. Bowser,-0.06708281,47.103317
Fayette,2.9574635,48.788795
M.A. Cowan,1.6372486,47.91429
Robert M. Adger,4.3885,48.180916
L. Tillman,-14.666143,-46.170036
J. H. Wilson,-18.100885,-50.755554
Samuel Aaron,-13.950312,-45.523796
Nichols,3.0314426,-70.15052
V. William H. Day,-8.122228,-63.30121
J.M. Langston,-41.118874,-72.468414
James H. Ingraham,-38.743958,-70.22741
James F. Murray,-45.35312,-59.16591
Raymond,-51.737984,-22.647354
Tyler,88.23184,-6.431077
Thomas Mcclennon,88.88247,-5.5825124
Alex Webb,81.49243,-4.0156946
David Brown,87.26617,0.15158053
Lewis,8.370896,71.14991
J. Winthrop,24.861328,-92.51462
Freeman,-64.26863,17.468344
Edmund Burns,68.28796,17.807577
George Rogers,62.82753,15.774478
Richard Brown,68.256355,17.859999
B. J. Crampton,65.10172,18.06677
Jo,21.142159,-35.42439
William Johnson,-34.03267,-15.4137
Alexander Theily,-40.881134,-26.647362
J. Sharp,-53.681946,-28.456387
J. Terrill,-48.485703,-27.329994
Jason Jeffries,-71.738075,-3.886089
N. Y. ; Geo,-78.698494,-5.272035
N. Y.,-60.013958,-28.3584
Bassett,-37.635365,-70.426094
A. H. Galloway,-36.466682,-67.36425
Joseph C. Bustill,-39.55659,-62.93634
C. Freeman,-38.606197,-68.188545
Edwin C. Freeman,-38.388023,-65.592445
William Wells Brown,42.4485,-48.930485
Howland,8.461956,-2.1237512
Anthony T. Jordain,-2.1549697,-6.095662
George Thompson,-1.7832302,-5.3211308
J.J. Smtih,-0.029770354,-3.820889
Bill,-44.320744,-63.927853
James G. Barbadoes,-73.52531,28.351505
Abner Coker,-50.123173,28.31851
Peter Spencer,-68.760666,28.632298
Cyrus Black,-64.74922,28.459932
William Rogers,-41.354546,30.076479
Sampson P. Lewis,1.2186993,-69.97219
T. H. Johnson,-2.7390306,-69.18633
Nooks,-1.21273,-70.81934
S. Jones,-4.6529202,-67.392845
W. Couzins,57.482788,-8.359921
P. B. Delany,57.885506,-9.147831
W. H. Carter,58.020855,-8.396155
John G. Britton,58.249714,-10.304193
O. Mifflin,56.54093,-9.37805
W. Whipper,-51.127926,54.7573
Joshua P.B. Eddy,-50.57372,56.49453
Nathan Blount,-39.103455,26.895926
Joshua Brown,-61.102863,26.549128
Abraham Morrison,-15.664827,23.049694
Wm. F. Bouchet,-13.608484,24.916052
Barnum,57.439533,-40.486774
W. R. Lawton,63.979706,-41.38455
Eccles,65.34717,-36.798916
E. M. Cravath,67.63219,-42.898567
Lewis T. Kenner,54.657166,-47.041553
St. John,65.166985,-41.350197
L. H. Holsey,64.20617,-36.585114
A. Allensworth,63.48737,-39.829487
Wm. Cooper,-46.266335,61.20527
Spencer,-46.540615,58.7346
Benjamin Freeman,-47.875412,60.088413
Robert Jones,-48.33235,54.66281
B. Anderson,-49.917675,63.190186
Lyman H. Peters,-20.638752,19.964836
Samuel Ellis,-19.654879,18.682108
L. H. Peters,-18.454481,22.034586
E.G. Corprew,-44.043087,-71.296196
Wagner,-35.46577,-65.663925
Peter H. Williams,-44.654404,-70.69804
Cunandaigua,-37.6411,-66.06058
Willis A Hodges,-46.060413,-1.725192
Van Wranken,-44.591595,-3.6406097
Nat Turner,-4.6305833,-24.76382
T. S. Wright,-53.46953,-29.57043
Daniel Jones,42.764633,-45.246418
Moses H. Bentley,58.046555,-46.853844
H. Burrus,64.619225,-36.170403
Kenyon,7.5751257,-40.45386
Harriet Beecher Stowe,-14.217175,-52.84323
T. G. Campbell A. H. Adams,-18.223988,-51.743664
Alexander Crummell,-54.941166,-22.275324
J.C. Gibbs,-35.130283,-67.496666
Patercules,-45.57652,-73.1129
G. H. Shafler,68.72619,-36.31296
Speaker,59.925514,-44.81416
A. Wilson,26.295914,-90.68529
Loyd Scott,25.04285,-92.36961
Job Wentworth,25.46537,-88.99727
A. N. Freeman,-17.260616,-53.938095
A. M. Sumner,-57.26069,-5.901073
Wm. Johnson,-51.307938,67.16498
C.B. Ray,-11.432676,-29.202072
J. Samuels,17.43796,-31.312553
J W. H. Newby,3.982969,79.62505
William Quinn,18.855795,87.067894
Edward J. Johnson,-14.787484,79.70646
H. M. Collins,19.591776,87.516785
Kellingworth,-14.977917,75.63667
Messrs. J. J. Moore,-11.551411,70.30971
R. A. Hall,17.697329,86.94184
Gaika,-15.636216,-46.396145
Samuel G. Mathews,-67.61819,28.265934
John Bowers,-72.21161,28.330898
James Davenger,-39.409145,-67.51338
Daniel Williams,-40.26646,-62.74484
Wm. F. Johnson,-37.05211,-64.455025
Peter Lowrey,-41.65163,-71.486115
Peter Freeman,-44.426094,-73.00158
Davenger,-46.325073,-73.13296
Samuel Harrison,-71.35779,-9.995272
S. Griffith,63.09515,-45.911358
N. W. Cuney,51.277073,48.554714
George N. Perkins,57.70593,-42.937317
Calvin Anderson,52.104248,-52.604015
Dessalines,68.58063,-37.747143
H. Bufford,67.68694,-42.539204
J. F. Mckinley,67.77826,-40.1949
Moses Anderson,0.40957287,48.31184
Joseph A. Nelson,-39.460075,-62.903
H.J. Brown,-38.03749,-71.66753
J.D. Richards,-43.589443,-73.10465
O. C. Hughes,-41.419155,-69.633064
P. Morrison,-45.81386,-72.25821
Enoch Moore,-44.54911,-60.640854
A. J. Overalls,56.836185,-10.090261
J. White,56.21427,-9.550103
A. E. Graham,56.429832,-10.087801
J. Tucker,56.630367,-10.079831
G. Britton,56.675804,-10.154831
John Q. Adams,56.32838,-9.154231
John A. Warren,56.758633,-7.5703425
Gibson,57.71244,-7.963743
W. H. Manly,57.515743,-8.847717
L. Platt,-48.929104,-28.10993
J. Chester,-49.81461,-28.466625
Henry Jackson,-54.879204,-30.594158
Calvin Hacket,38.113674,-18.121506
Clarkson,36.147606,-18.47822
O. P. Hoyt,37.412823,-18.915144
R. Allen,43.969482,-46.312634
S. H. Holland,57.697067,-44.458103
Adam,49.21422,-46.917057
Jonathan,53.431282,-43.633274
J. W. Early,91.01192,-3.9145582
Kuklux,90.35278,-4.254567
Lewis Ready,85.92926,-4.1619377
T. Stroteer,90.44818,-4.0620246
Blanton,89.69666,-4.4041286
Samuel Randles,83.80336,-4.788775
Moses Smith,86.24068,-6.0776315
Wm. Saunders,-44.72677,60.727783
George,-19.973185,-19.078125
James W. C. Pennington,-60.92585,-6.918893
Stout,-18.029116,-45.904976
Kraals,-18.822803,-49.527325
Wm. P. Mcintire,-6.391978,-24.12628
S. D. Dunkin,94.17534,21.180994
P. W. C. Lawson,95.617096,23.034508
James Howard,8.504195,75.624344
G. R. Symes,13.639254,81.40713
James H. Hubbard,7.4801836,81.74638
H. M. Pennington,15.175326,83.90199
Edward A. Booth,-2.5722053,78.79497
Chester,-60.862354,31.40976
John W. Forney,-0.5177531,48.27664
John Creed,-67.03176,28.2128
Scipio C. Augustus,-68.10572,28.425262
Wm. Duncan,-66.34448,28.732632
Abraham D. Shad,-71.779396,28.187025
T. Coxsin,-53.60125,29.530664
Dennison,-69.24786,27.805033
J. B. Maginnis,23.311909,-5.4265575
Guiteau,18.93971,-4.12731
John C. Calhoun,-25.606081,-4.9876804
Isbell,17.245293,-30.236244
L. Isbell,16.653942,-32.057602
Sherman,42.511368,-48.92891
Singleton Jones,-36.659077,-66.37198
P. G. Wells,-42.191364,-67.18709
Joseph Lewis,-46.947964,61.870228
Jos. Cassy,-47.5093,58.86841
Rueben Barret,-44.65447,63.840412
Ignatius Beck,-47.892223,66.79224
Darby,-45.746574,64.44467
Daniel Koburn,-43.372025,57.727715
Rodgers,-47.060562,58.410255
Ephraim D. Williams,-45.605465,58.472763
H. Davis,-44.659893,60.858547
J.W. Hood,19.074076,-14.0738325
Mr. J.H. Harris,18.873255,-14.880848
Granville,18.903791,-15.219303
Whittlesey,19.025114,-16.268137
Alexander Bass,19.281189,-14.706136
Caswell,18.80013,-16.068089
Wm. H. Coleman,19.203829,-13.817186
J.H. Harris,19.6089,-15.445575
Caroline Jones,-29.507454,-19.72092
H. H. Garnet,-60.152107,-28.607311
Alex. Thuey,-42.14069,-0.6499761
Samuei Smith,-50.931087,-4.4266977
W. H. Topp,-56.148643,-5.9846883
W. B. Depp,7.05184,-42.04297
W. L. Day,7.2229905,-40.059547
W. H. Scott,54.834183,54.298805
F. I. Richardson,51.226265,58.81866
G. W. Minter,56.679096,49.671295
J. B. Scott,51.785248,52.62012
W. M. Alexander,46.635918,59.79469
Emmett J. Scott,49.551918,57.52342
D. J. Starnes,56.697178,48.05994
R. Hall,6.476954,81.41586
George W. Johnson,-15.513937,68.06337
N. Henry,6.746789,79.23376
C. M. Wilson,5.585033,80.57807
W.H. Harper,12.179314,79.97834
Booth,6.599581,78.8286
Nathan Pointer,6.053018,82.180725
Wilson Freeman,12.954765,83.43267
H. W. Hall,15.180306,83.720024
Josiah Moore,-73.73007,-1.5098691
J. F. Williams,-76.09441,-5.3790245
Geo,-41.373226,57.29324
Ichabod Northrop,-48.368362,30.049845
Cor,-72.057945,27.980602
James Frazer,-58.07409,25.75046
Abner Frances,-51.42275,25.13799
C. D. Williams,-5.177919,-62.338097
New-Haven,-68.07896,27.950624
William C. Jeffers,-52.39789,27.00731
R. Cowley,-56.39287,25.372347
Rhuben Rhuben,-58.314445,25.773853
George Galbrecht,-52.70751,25.678122
John B. Vashon,-73.18849,25.691061
S. Lyons,58.2556,51.87883
Reynolds,48.64462,52.65349
E.P. Palmer,56.133106,50.371517
Hays,51.134884,57.155727
E. J. Scott,46.408813,59.43555
George D. Johnson,47.275658,53.49654
C. H. Brown,57.717743,47.280178
C. N. Love,53.166744,54.472187
Maggie Ropen,47.88339,60.08178
Draper,-46.351364,28.025358
Willis Jones,-68.32091,28.154251
Robert Brown,-69.36026,25.915741
Charles Anderson,-69.63693,29.5797
Thomas Banks,-69.25015,28.053656
William Lloyd Garrison,-65.12893,24.64581
Yiester,8.817497,9.488169
James Mccune Smith,-55.85436,-6.623529
Gloster,-17.389912,-49.649483
Wm. Eustis,-16.450571,-46.069355
Monroe,-18.456837,-49.68195
Amos G. Beeman,-20.035973,-48.71181
C. Snipes,-20.72916,19.48058
Leonarad Black,-20.064934,19.717863
Wm. Hamilton,-74.97786,28.150381
Elliot,-53.14048,29.954473
M. F. Newsome,-19.665016,-50.21101
Douglass,41.265896,-47.7344
Austin White,-30.306345,-22.6871
Ulyssis B. Videl,-31.26221,-22.735807
Garret Harris,-27.34055,-21.522293
G.B. Moreton,-29.522608,-20.206532
Samuel Serrington,-27.032782,-20.072979
York La Ture,-26.915771,-17.787138
Lewis Jones,-55.673412,-29.089396
Joseph C. Pankes,-39.697697,-28.084072
Peter Burtou,-75.91823,-3.367207
Sampson White,-76.01569,-3.3317668
Charles P. Head,-44.283745,-68.84018
H. P. Harris,-40.407127,-67.51459
Thomas G. Gould,-36.554996,-69.18438
R.J.,-45.47523,-70.064354
Garnet,-60.217407,-28.656574
Thomas Addison,-29.8573,-21.697163
James Mccune,-30.028692,-20.19457
Abram Stanley,-25.79697,-17.980095
Flowers,3.427469,78.14056
A. G. Ferr,68.42168,-37.71218
Westcott,61.949738,-43.512623
J.M. Smith,68.01811,-37.11445
J. C. Matthews,48.516815,-50.105682
Isaac Gillem,52.374226,-51.49997
J.T. Rapier,53.088726,-51.199123
G. W. Francis,-14.740913,24.696386
Francis Adams,7.3983936,-59.868587
W. A. Scott,8.058679,-58.67794
C. H. Langston,-9.940003,-61.974407
Bryant,-37.818386,-58.656944
A.H. Galloway,-46.164562,-73.115364
John A. Andrew,-34.57275,-69.4175
G.B. Vashon,-33.39399,-69.43752
Octavius Catto,23.116898,8.180574
Sarah Antone,-1.6616863,-4.55753
Josiah Henson,40.944904,23.424618
William Wallace16,0.7194609,-4.787049
Mary Nichols,-2.0461922,-6.4582253
Perry,-41.01228,-25.662535
George Baltimore,-21.958418,-13.646862
T.S. Wright,-23.526264,-14.902479
John Jackson,-12.696628,-56.649765
C. M. Mcphearson,49.50966,60.36867
Fred Douglass,48.947617,59.468925
F. Gray,53.212204,54.068058
Y. N. Johnston,53.530598,58.878983
Pauline Green,43.98491,61.493237
A. White,52.21351,54.750088
Caldwell,49.02066,59.005035
Apollonius Rhodius,38.342793,-20.09049
P. Powel,-26.758955,-19.43908
Peter Johnson,-30.85908,-20.568365
Cato Jackson,-30.931213,-22.13165
N. Caesar,-27.593779,-18.185305
Wm. P. Powell,-27.973557,-20.823355
Lyceums,-29.091623,-21.998812
Willliam Whipper,-53.48453,28.995117
William S. Thomas,-48.305145,29.989138
S. S. Jocelyn,-69.38259,28.485622
James Bird,-74.216225,28.127151
Robert Cooley,-46.007786,23.34398
Messrs. Hutchins,-43.028328,26.734516
Samuel Van Brackle,-50.440205,56.945366
S. Wright,-54.873985,-22.179068
M. Cross,-45.55842,-28.715118
W.H. Ashe,58.25043,-43.400887
W. James Indiana,66.765274,-35.442413
C. G. Wimbush,57.159122,-48.870743
W. Forney,55.13592,-43.219006
Creuzot,48.287197,-51.039146
W. H. Council,51.639957,-46.178303
J. Henri Burch,68.47214,-40.56225
Peter C. Murphy,50.405643,-47.624935
J. H. Buftord,66.81326,-40.35809
John W. Averitt,63.715454,-43.059303
J. Mc,-46.740627,-0.78212905
George T. Downing,-43.371986,-60.037388
Walter K. Mower,-39.883427,-67.537575
Samuel M. Scottron,-45.413483,-73.5503
Samuel Scott,-41.48221,-70.375565
Henry Highland Garnet,-44.273228,-60.53648
J.M.C. Simpson,-42.574802,-70.12227
Hyer,7.4398127,77.81804
B. Hyer,3.1733522,77.90319
F. R. Carter,8.188298,81.74185
W. H. Newby,19.840143,87.942245
White,-5.7944784,78.57161
Clayton Miller,-7.974778,77.97279
Isaac Triplett,-8.733846,77.92757
Bacon,-49.912277,37.078762
R.A. Griffin,-5.5473595,-2.881532
J. Brown,12.932831,76.355095
Alexander Smith,82.14345,-6.600466
Armstead Boyd,84.1648,-2.3905034
J. P. Price,83.49928,-2.4215808
Spence,2.8941894,-8.306156
I. B. Scott,53.773125,56.74244
L. A. Munroe,4.908539,78.63192
Phelps,15.118879,88.413414
Wm. Steward,24.585163,46.32489
Schank,23.215145,45.315907
R. Johns,24.143473,47.13259
Samuel Blackwell,23.54734,46.463264
W. Roberts,0.6341145,-63.11724
Mills Melton,-3.5220861,-62.888054
Day,-10.489942,-60.865078
Berrian,-38.91793,27.70035
E. L. Platt,21.414064,24.75622
Wm. R. Smith,23.35781,25.604437
"Samuel Thomas , Jr.",22.612888,25.588243
Wm. H. Sumner,-49.089546,67.77417
John Nelson,-44.7928,61.126316
John Wilson,-46.980667,58.29357
Jacob Johnson,-48.462994,60.69242
Henry Hurd,3.6918304,-70.49335
Wm. Copeland,-1.0931581,-70.93118
Carthagena,-0.5338584,-71.63381
E. P. Talbot,9.039226,3.512868
Amos W. Green,9.289499,4.647537
George F. Downing,9.227725,4.976951
Lewis Hayden,-50.81614,0.44123545
E. P. Rodgers,-54.912167,-22.261335
Matthew G. Lary,-47.35001,59.05602
Z. Purnell,-48.02417,67.41281
S. C. Pomeroy,9.784136,15.899508
J. W. Scott,9.957455,14.791011
J. Montgomery,9.663336,15.61658
Robert Calwell,10.0251665,14.726562
Edward Menser,9.940785,16.222744
Burnham,4.2508297,-70.820724
Eli N. Hall,-55.446644,-28.064486
I. Hough,-44.433277,-29.545588
W. D. Anderson,-39.578724,-27.2736
Timothy Seaman,-48.92273,-28.261301
J.N. Mars,-51.802032,-27.479883
Benjamin Cutler,-55.20699,-27.619217
Frederick Douglass,22.476517,-20.409752
Hosea Easton,-69.43526,26.843464
John Wandell,-29.933262,-20.325445
Peter Ofdyke,-26.782541,-18.068542
Powel,-29.894827,-20.57265
F. Olney,-53.28407,-28.581005
John N. Mars,-44.51448,-27.745344
Francis L. Allen,-41.889168,-28.986526
Wm. Simmons,-39.751637,-26.216341
H. Ruby,27.961168,-8.714532
Dixon,58.103676,-35.639317
Willis Parker,69.2107,18.73335
Esther,83.783005,-7.962307
Joseph Warren,2.9043064,-62.754272
Felix Whitsill,2.0686917,-62.20231
Van Brakle,-20.741127,43.328407
Weir,-76.319695,1.0676699
Banks,-7.5579643,-25.41276
W. C. Munro,-7.5493703,-29.738794
Alexander,-16.916033,70.15454
Thomas Rosch,3.1260777,48.711304
Edward M. Davis,-20.475903,44.388653
Wm. T. Catto,-17.985838,48.749264
P. W. Johnson,51.174873,-47.38386
Gaines,44.381115,-46.637802
Boor,-13.283446,-47.825756
Wm. H. Topp,-59.314182,-27.049767
Augusta,44.351414,-46.595726
W. O,56.397934,-50.01228
Isaiah Gibbs,9.595912,79.374
John Wilmot,8.412252,77.11059
G. Brooks,17.116177,85.07812
H. Hall,18.195892,87.09077
Quinn,10.833087,80.30037
Miller,13.021067,76.37711
J. Francis,18.613443,86.63274
Aaron Sisco,2.7217631,78.359985
Isaiah P. Gibbs,3.8947337,78.979904
M. J. Brown,12.504263,82.87604
Charles W. Hall,7.910615,77.337494
J.J. Moore,10.102448,81.62652
P.H. Reason,-55.86588,-28.420263
P. H. Reason,-49.983078,-28.246386
Jeff,-38.894913,-70.850945
A. Bryan,-41.54404,-67.73572
P. Houston Murray,-43.248024,-69.03536
J. M Langston,-36.36472,-67.62482
Jacob Perry,-42.15838,26.537323
Jacob White,-39.20103,26.849783
Stephen Smith,-50.017876,53.480724
J.W. Addams,-43.67369,60.2651
S. Van Brackle,-44.496796,58.844948
David Lomax,-50.217667,66.40742
Wm. Burleigh,-44.536148,62.89449
Jones Willson,-46.446915,60.09401
John Addison,-74.02004,-3.2820518
Adam S. Driver,-76.56352,-4.076122
L. A. Grimes,-61.79476,-4.7358203
S. S. Murray,9.245962,4.273656
M. Cary Of Cook,16.707102,-33.746307
Julius Caesar,-12.678514,-48.19863
Garnetts,-19.612022,-46.096615
J. M. Whitfield,-16.971891,-46.270405
G. H. Baltimore,-37.940804,-26.518986
C. Spruce,-39.26504,-26.846584
Francis Simson,-55.087612,-29.281889
H. M. I. Rogers,-27.541672,-19.36095
Aaron L. Still,-70.60851,-0.90186983
Wm. J. Bowditch,-79.49042,-3.5229208
Henry Ray,-75.30199,-2.3176975
Corbin,37.983894,4.5977736
Charles Jackson,36.981236,3.2278466
P. Neal,37.606358,3.3915052
Sergt,34.99546,4.4160886
C. M. Ferugson,51.122192,55.51375
Robert Hall,53.76612,58.99816
Henry Rhone,52.610775,57.67541
S. B. Wilson,44.15693,61.447575
Cuney,58.425613,51.182674
Charles Ferrel,59.019634,45.724636
N. E. Miller,47.16619,60.519547
Alfred Wood,22.302975,45.49566
George Simpson,-48.117844,65.226425
John C. Bowers,-49.225445,54.414818
William Thompson,-20.435535,20.342447
Sexton,-53.109364,-25.612494
Pelam M. Williams,-17.651041,20.41802
Mifflin W. Gibbs,-21.193796,44.534317
Joseph C. Moore,-19.458672,43.990982
Wm Cupit,-21.32361,44.48379
Cerro Gordo,-17.862028,45.710884
Paine,-16.58996,46.68085
Francis A. Duterte,-69.336815,-0.54061806
John Wolf,-21.017725,44.387657
Charles I. Dorris,-19.061335,47.66651
John A. Logan,49.246685,-50.457653
B. A. J. Nixon,64.60968,-38.425716
E. P. Lord,68.249596,-36.021774
E.D. Pope,53.318516,-48.37153
Burr,-41.477573,27.722345
P.G. Wells,-45.441345,-71.28366
Corris,-40.02055,-67.39805
Jocelyn,-69.1016,29.12964
Henry Sipkins,-74.465065,28.300165
Easton,-68.38925,27.830992
John C. Scarlett,-45.782166,23.157644
Moses Jackson,-52.757927,-3.089426
James Blair Webb,-47.659996,-4.2263074
R. H. Johnson,-51.95775,-7.397975
George B. Vachon,-48.803497,-2.1688416
Samuel B Hyers,-51.65098,-5.397
Jamcs Mccunc Smith,-44.68404,-2.4371655
H.H. Garnit,-6.339034,-27.620852
Madison Washington,-3.7054777,-26.49376
A.H. Francis,-50.931408,-31.039179
Jacob R. Gibbs,-78.08577,-2.9953685
J.W.C. Pennington,-43.34983,-62.53834
George Weir,-44.97521,-60.553814
T. Woodson,-7.7571397,-28.748749
M. C. Munro,-8.683936,-25.45852
C.L. Remond,-6.4927053,-28.864866
A.J. Barrier,-42.666553,-71.96291
Charles A. Yancy,-0.54771096,-62.07497
L. Jennings,-68.98289,28.576525
M. F. Wamack,55.302402,-47.927067
Wm. H. Miles,50.316822,-48.170483
Jesus,44.382442,-46.59618
C. A. Burgos,53.092255,-50.16074
George Russell,4.4053435,24.857967
Henry Johnson,-56.137268,-26.341862
James H. Gloucester,-8.662157,-24.409128
A. Duncan,-8.9842005,-24.055805
A. H. Francis,-36.404385,-29.523438
Ogden Edwards,-12.755003,-47.27745
E. P. Rogers,-60.744736,-8.18358
R. D. Kenney,-51.678165,-4.2571254
A. G. Beman,-58.827347,-8.126182
Kinnard,46.620914,3.7845492
Whipple,47.19217,4.46082
George B. Gill,46.775433,3.238739
L. F. Parsons,46.408745,2.2789793
Simon Fislin,49.07942,3.3000033
Kagi,47.718334,4.024809
John E. Cook,48.5232,3.5593042
Realf,44.622997,3.5238688
Montgomery,51.28997,48.544937
W. M. Dunkens,46.19241,60.006992
Jack Johnson,46.11056,60.562096
Travis,54.91822,53.0373
C. M. Ferguson,59.443382,48.02854
H. Marshall,52.633854,56.465725
A. C. Coor,58.350075,48.631115
Richard Dickson,25.53077,-92.79184
Geger,24.08148,-91.878395
Whitfield,0.06995141,-72.83343
J. A. Chancellor,11.293292,-60.826485
W. Hurst Burnham,-4.8378787,-64.66978
J. Berde,0.888679,-62.72409
H. W. Wadkins,60.915234,-36.09822
L. A. Grime,5.8879075,6.0658393
Perry Adams,3.3530004,4.3896117
William H. Woods,5.46344,4.786781
William H. Brown,3.990016,3.8918986
P. F. Adams,5.6670537,4.4517145
Fredrick Douglass,-69.73861,-3.7904606
John F. Williams,-69.38532,-0.5987755
John Gray,-16.993097,46.254948
Jacob Stratton,-19.648237,46.31525
Vogelsang,-45.128098,24.687336
Rob,-64.1238,28.238419
George Richardson,-50.637215,25.486628
Carlisle,-73.65784,27.758104
G.B. Wilson,-44.05253,-3.221607
W W Brown,-50.94881,-0.85558707
R. Harlan,58.35037,-45.30139
R. F. Boyd,63.970257,-38.104504
J. M. Brown,51.820644,-39.370842
Bell,-49.906937,37.056915
G. J. Reynolds,48.538876,3.3572617
C. A. Harrison,58.137432,47.023487
George O. Marshall,49.284176,56.449383
D. Webster Wilson,59.72075,51.0016
Raston Daniels,51.46516,55.702427
B. H. Grimes,45.23228,61.802406
M. B. Brown,59.588314,46.330116
Sutter,13.4131155,86.76078
S. B. Hyer,2.621809,78.61533
Jenks,-4.1874957,-63.244877
Charles A. Yancey,13.805392,-3.4627538
Glen,4.7083483,-3.1684456
Robert Hamilton,-34.997227,-67.62283
Wm. Allen,-1.5479368,-61.9817
Joseph H. Perkins,2.459584,-62.2437
Brewer,-44.14701,23.798363
Charles Stewart,-45.65091,28.974276
Atlec,-41.53525,26.906239
Peter Vogelsang,-44.84979,25.968912
Theo,42.750565,-45.268936
Samuel Lowery,61.08842,-32.52559
J. W. Grant,67.851395,-40.798393
J. H. Hopkins,60.322975,-44.805744
W. H. Storum,1.8918456,2.7216566
J. C. Morrel,0.025954535,1.3148836
Daniel Webster,3.9589882,84.28779
Granville Foster,1.9176128,-60.400745
Gardner,-67.68987,26.321491
Pennington,-63.86672,19.53606
Islambi,-18.062656,-47.48551
Henry Mckinney,-16.740995,-45.388424
Richard Gordon,37.317406,-20.11104
A. R. West,37.95485,-19.544912
Wilberforce,39.330635,-19.772947
Wm. C. Monroe,37.317482,-16.875835
John Jamieson,-44.4509,-27.500412
President-James W. C. Pennington,-18.337847,-46.48454
Glover,-17.147799,-49.99601
Louisa Burnett,20.939175,24.44474
Wm. L. Chaplin,20.695953,25.09033
Samuel Wells,22.142797,24.632998
Thomas Davis,23.205803,26.06628
Cyrus P. Grosvenor,22.42305,26.817383
William R. Smith,21.789654,25.83429
Chang,68.29275,-38.94398
John H. Johnson,60.389874,-42.442066
T. L. Carter,93.37316,21.156885
Benton,96.23147,23.477808
J. Forde,96.48315,23.682484
G. Benson,95.82157,22.481989
Jacob Mahin,92.415886,21.17385
Tipton,93.74509,20.66495
Coles,20.986938,-36.068153
Robinson,8.946635,70.608955
W. Washington,64.245255,-42.88934
D. Kennedy,66.591965,-35.13153
J. Gillem,64.81078,-40.23051
William Keeling,-39.54298,-71.58716
John Lyle,-47.54296,-6.471101
Van Hoosen,-44.245,-0.66717356
Thomas H. Cooper,-42.88708,-74.38675
Abijah Gould,24.631832,44.660213
Pinn,23.65506,43.423584
Wm. Conover,24.060026,45.51702
Benjamin Tilmon,23.02032,46.750004
J.B. Ferguson,25.598627,45.695034
Amos Freeman,-42.69858,26.323027
Prudence Crandall,-59.342705,25.965296
H. Sipkins,-54.107124,27.119238
Noah Cannon,-54.338684,26.928413
Barbadoes,9.331106,87.99004
D. Wills,16.262602,83.683014
F. Lawrence,13.856607,81.41948
Isaac Flood,15.096315,82.721275
Turban,8.201285,-58.604145
J. J. Williamson,9.212669,-58.392292
Jonathan Underwood,8.74659,-58.482624
J. H. Harris,47.358616,1.3775209
William C. Munroe,48.663025,3.1499808
C. Whipple,48.02379,2.8688154
M. F. Bailey,47.96556,4.092831
William Lambert,46.84054,25.00191
A. Anderson,43.24266,22.956116
Campbell,44.839504,23.688766
Jt Fisher,43.11689,25.64384
Lawson,41.75392,26.619022
F Russel,44.614014,22.653713
T. Smallwood,45.094143,23.061811
James D. Tinsley,45.054256,24.241415
Bibb,-12.461689,22.980692
J. C. Brown,42.72645,25.97064
C.W. Robinson,-39.955925,-68.01134
Samuel J. Murray,-41.49508,-71.69013
William H. Johnson,-45.505623,-68.588295
Samuel Morris,-40.472942,-65.48807
H. Johnson,-45.328472,-60.72568
Richard Wright,-25.65049,-0.64838624
D. B. Thompson,53.860397,54.656162
Hattie Johnson,50.499813,55.762417
D. H. Smith,55.830135,49.887676
H. J. Mcdonald,55.05704,50.465878
A. F. Freeman,44.547962,61.506104
M. A. Jordan,59.41252,48.3364
R. A. Codwell,55.470722,50.275345
Henry A. Wise,12.545025,-60.788116
A. A. Allen,12.507795,-59.37037
Bunker Hill,-6.386227,-62.65948
Peter H. Clark,-41.564793,-62.09648
Copartnerships,-76.04729,-1.5485835
Jas,-45.83023,-75.6477
Galloway,18.035868,-16.466024
H. H. Ford,1.9400237,-63.45726
J. Simpson,44.03327,24.554752
J Lyles,43.03317,24.459019
Isaac Washington,43.209793,26.545614
Sandwich,43.549034,24.111599
J. Theodore Holly,42.461044,26.631283
F. Russel,43.815647,24.716167
L. D. Beckett,-29.47339,-21.96586
Ralph Francis,-36.80748,-29.28375
J. R. Taylor,55.393078,-45.899914
G. S. W. Lewis,66.007065,-39.113148
Brooks,17.523685,82.44505
George A Rue,19.420822,-6.743111
Craven,19.749643,-15.77132
Draven,19.35629,-13.787021
Francis Hawley,21.657925,26.327864
F. Julius Lemoyne,21.246723,25.747063
G. W. Julian,22.990805,24.7316
